player_id,player_clean,player_name,draft_year,draft_round,draft_pick,draft_team,college
fultzma01,markelle fultz,Markelle Fultz,2017,1,1,PHI,Washington
balllo01,lonzo ball,Lonzo Ball,2017,1,2,LAL,UCLA
tatumja01,jayson tatum,Jayson Tatum,2017,1,3,BOS,Duke
jacksjo02,josh jackson,Josh Jackson,2017,1,4,PHO,Kansas
foxde01,deaaron fox,De'Aaron Fox,2017,1,5,SAC,Kentucky
isaacjo01,jonathan isaac,Jonathan Isaac,2017,1,6,ORL,Florida State
markkla01,lauri markkanen,Lauri Markkanen,2017,1,7,MIN,Arizona
ntilila01,frank ntilikina,Frank Ntilikina,2017,1,8,NYK,
smithde03,dennis smith,Dennis Smith Jr.,2017,1,9,DAL,NC State
colliza01,zach collins,Zach Collins,2017,1,10,SAC,Gonzaga
monkma01,malik monk,Malik Monk,2017,1,11,CHO,Kentucky
kennalu01,luke kennard,Luke Kennard,2017,1,12,DET,Duke
mitchdo01,donovan mitchell,Donovan Mitchell,2017,1,13,DEN,Louisville
adebaba01,bam adebayo,Bam Adebayo,2017,1,14,MIA,Kentucky
jacksju01,justin jackson,Justin Jackson,2017,1,15,POR,UNC
pattoju01,justin patton,Justin Patton,2017,1,16,CHI,Creighton
wilsodj01,dj wilson,D.J. Wilson,2017,1,17,MIL,Michigan
leaftj01,tj leaf,T.J. Leaf,2017,1,18,IND,UCLA
collijo01,john collins,John Collins,2017,1,19,ATL,Wake Forest
gilesha01,harry giles,Harry Giles,2017,1,20,POR,Duke
fergute01,terrance ferguson,Terrance Ferguson,2017,1,21,OKC,
allenja01,jarrett allen,Jarrett Allen,2017,1,22,BRK,Texas
anunoog01,og anunoby,OG Anunoby,2017,1,23,TOR,Indiana
lydonty01,tyler lydon,Tyler Lydon,2017,1,24,UTA,Syracuse
pasecan01,anzejs pasecniks,Anžejs Pasečņiks,2017,1,25,ORL,
swanica01,caleb swanigan,Caleb Swanigan,2017,1,26,POR,Purdue
kuzmaky01,kyle kuzma,Kyle Kuzma,2017,1,27,BRK,Utah
bradlto01,tony bradley,Tony Bradley,2017,1,28,LAL,UNC
whitede01,derrick white,Derrick White,2017,1,29,SAS,Colorado
hartjo01,josh hart,Josh Hart,2017,1,30,UTA,Villanova
jacksfr01,frank jackson,Frank Jackson,2017,2,31,CHO,Duke
reedda01,davon reed,Davon Reed,2017,2,32,PHO,Miami (FL)
iwundwe01,wes iwundu,Wes Iwundu,2017,2,33,ORL,Kansas State
masonfr01,frank mason,Frank Mason III,2017,2,34,SAC,Kansas
rabbiv01,ivan rabb,Ivan Rabb,2017,2,35,ORL,California
boldejo01,jonah bolden,Jonah Bolden,2017,2,36,PHI,
ojelese01,semi ojeleye,Semi Ojeleye,2017,2,37,BOS,SMU
belljo01,jordan bell,Jordan Bell,2017,2,38,CHI,Oregon
evansja01,jawun evans,Jawun Evans,2017,2,39,PHI,Oklahoma State
bacondw01,dwayne bacon,Dwayne Bacon,2017,2,40,NOP,Florida State
dorsety01,tyler dorsey,Tyler Dorsey,2017,2,41,ATL,Oregon
bryanth01,thomas bryant,Thomas Bryant,2017,2,42,UTA,Indiana
harteis01,isaiah hartenstein,Isaiah Hartenstein,2017,2,43,HOU,
dotsoda01,damyean dotson,Damyean Dotson,2017,2,44,NYK,Oregon
brookdi01,dillon brooks,Dillon Brooks,2017,2,45,HOU,Oregon
brownst02,sterling brown,Sterling Brown,2017,2,46,PHI,SMU
anigbik01,ike anigbogu,Ike Anigbogu,2017,2,47,IND,UCLA
thornsi01,sindarius thornwell,Sindarius Thornwell,2017,2,48,MIL,South Carolina
cancavl01,vlatko cancar,Vlatko Čančar,2017,2,49,DEN,
lessoma01,mathias lessort,Mathias Lessort,2017,2,50,PHI,
morrimo01,monte morris,Monte Morris,2017,2,51,DEN,Iowa State
sumneed01,edmond sumner,Edmond Sumner,2017,2,52,NOP,Xavier
allenka01,kadeem allen,Kadeem Allen,2017,2,53,BOS,Arizona
peteral01,alec peters,Alec Peters,2017,2,54,PHO,Valparaiso
willini01,nigel williams goss,Nigel Williams-Goss,2017,2,55,UTA,Gonzaga
birdja01,jabari bird,Jabari Bird,2017,2,56,BOS,California
vezenal01,sasha vezenkov,Sasha Vezenkov,2017,2,57,BRK,
jaramog01,ognjen jaramaz,Ognjen Jaramaz,2017,2,58,NYK,
blossja01,jaron blossomgame,Jaron Blossomgame,2017,2,59,SAS,Clemson
kabaal01,alpha kaba,Alpha Kaba,2017,2,60,ATL,
